0x42, 0x20, 0x20, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x9a, 0x82, 0x00, 0x00, 0x03, 0x84, 0x44, 0x44, 0x45, 0xb2, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x04, 0x8a, 0xaa, 0x4b, 0x9a, 0x82, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x48, 0x99, 0x86, 
0x95, 0x43, 0x00, 0x00, 0x04, 0x8a, 0xaa, 0x4b, 0x9a, 0x82, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x48, 0x99, 0x86, 0x95, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x44, 0x47, 0x45, 
0x44, 0x43, 0x00, 0x00, 0x03, 0x48, 0x99, 0x86, 0x95, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x44, 0x47, 0x45, 0x44, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x44, 0x44, 0x44, 
0x44, 0x42, 0x00, 0x00, 0x03, 0x44, 0x47, 0x45, 0x44, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x44, 0x44, 0x44, 0x44, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x76, 0x44, 0x44, 
0x59, 0x42, 0x00, 0x00, 0x03, 0x44, 0x44, 0x44, 0x44, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x76, 0x44, 0x44, 0x59, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x75, 0x86, 0x65, 
0x45, 0x42, 0x00, 0x00, 0x03, 0x76, 0x44, 0x44, 0x59, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x75, 0x86, 0x65, 0x45, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x55, 0x44, 
0x55, 0x42, 0x00, 0x00, 0x03, 0x75, 0x86, 0x65, 0x45, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x55, 0x44, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x54, 0x44, 
0x55, 0x42, 0x00, 0x00, 0x03, 0x74, 0x55, 0x44, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x54, 0x44, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x46, 0x45, 
0x45, 0x42, 0x00, 0x00, 0x03, 0x74, 0x54, 0x44, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x46, 0x45, 0x45, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x75, 0x95, 0x45, 
0xb4, 0x43, 0x00, 0x00, 0x03, 0x74, 0x46, 0x45, 0x45, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x75, 0x95, 0x45, 0xb4, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x44, 0x44, 
0x74, 0x43, 0x00, 0x00, 0x03, 0x75, 0x95, 0x45, 0xb4, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x44, 0x44, 0x74, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x44, 0x44, 
0x44, 0x43, 0x00, 0x00, 0x03, 0x74, 0x44, 0x44, 0x74, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x44, 0x44, 0x44, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x57, 0x46, 
0x64, 0x42, 0x00, 0x00, 0x03, 0x74, 0x44, 0x44, 0x44, 0x43, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x57, 0x46, 0x64, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x46, 0x45, 
0x55, 0x42, 0x00, 0x00, 0x03, 0x74, 0x57, 0x46, 0x64, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x46, 0x45, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x74, 0x56, 0x45, 
0x55, 0x42, 0x00, 0x00, 0x03, 0x74, 0x46, 0x45, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x74, 0x56, 0x45, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x04, 0x75, 0x55, 0x55, 
0x46, 0x83, 0x00, 0x00, 0x03, 0x74, 0x56, 0x45, 0x55, 0x42, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x04, 0x75, 0x55, 0x55, 0x46, 0x83, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x48, 0x68, 0x77, 
0x69, 0x82, 0x00, 0x00, 0x04, 0x75, 0x55, 0x55, 0x46, 0x83, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x48, 0x68, 0x77, 0x69, 0x82, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x03, 0x75, 0x47, 0x85, 
0x47, 0x91, 0x00, 0x00, 0x03, 0x48, 0x68, 0x77, 0x69, 0x82, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x03, 0x75, 0x47, 0x85, 0x47, 0x91, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x00, 0x36, 0x77, 0x87, 
0x56, 0x30, 0x00, 0x00, 0x03, 0x75, 0x47, 0x85, 0x47, 0x91, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x00, 0x36, 0x77, 0x87, 0x56, 0x30, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x00, 0x01, 0x33, 0x43, 
0x30, 0x00, 0x00, 0x00, 0x00, 0x36, 0x77, 0x87, 0x56, 0x30, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x00, 0x01, 0x33, 0x43, 0x30, 0x00, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x01, 0x33, 0x43, 0x30, 0x00, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x20, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x12, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x12, 0x00, 0x00, 
0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x12, 0x10, 0x00, 0x00, 0x00, 
0x00, 0x00, 0x14
